Id_Estimacion_Amortizacion_Desglose,Id_Estimacion,Id_Contrato_Ampliacion,Concepto,Importe_Contratado,Actual,Anterior,Acumulado,Por_Ejercer,Porcentaje_Anticipo,Importe_Anticipo,Actual_Amortizacion,Anterior_Amortizacion,Acumulado_Amortizacion,Por_Amortizar
391,988,,CONTRATO,31401152.27,882128.82,12720270.95,13602399.77,17798752.5,30,9420345.78,264638.65,3816081.3,4080719.95,5339625.83
392,988,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
393,995,,CONTRATO,31401152.27,313563.57,13602399.77,13915963.34,17485188.93,30,9420345.78,94069.07,4080719.95,4174789.02,5245556.76
394,995,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
395,1058,,CONTRATO,31401152.27,997105.84,13915963.34,14913069.18,16488083.09,30,9420345.78,299131.75,4174789.02,4473920.77,4946425.01
396,1058,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
397,1177,,CONTRATO,31401152.27,1806780.55,14913069.18,16719849.73,14681302.54,30,9420345.78,542034.16,4473920.77,5015954.93,4404390.85
398,1177,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
399,1178,,CONTRATO,31401152.27,876250.73,16719849.73,17596100.46,13805051.81,30,9420345.78,262875.22,5015954.93,5278830.15,4141515.63
400,1178,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
401,1228,,CONTRATO,31401152.27,556174.35,17596100.46,18152274.81,13248877.46,30,9420345.78,166852.31,5278830.15,5445682.46,3974663.32
402,1228,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
403,1229,,CONTRATO,31401152.27,253774.5,18152274.81,18406049.31,12995102.96,30,9420345.78,76132.35,5445682.46,5521814.81,3898530.97
404,1229,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
405,1234,,CONTRATO,31401152.27,1545297.49,18406049.31,19951346.8,11449805.47,30,9420345.78,463589.25,5521814.81,5985404.06,3434941.72
406,1234,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
407,1357,,CONTRATO,31401152.27,394798.24,19951346.8,20346145.04,11055007.23,30,9420345.78,118439.47,5985404.06,6103843.53,3316502.25
408,1357,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
409,1371,,CONTRATO,31401152.27,164110.36,20346145.04,20510255.4,10890896.87,30,9420345.78,49233.11,6103843.53,6153076.64,3267269.14
410,1371,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
411,1372,,CONTRATO,31401152.27,506073.52,20510255.4,21016328.92,10384823.35,30,9420345.78,151822.06,6153076.64,6304898.7,3115447.08
412,1372,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
413,1407,,CONTRATO,31401152.27,1086406.53,21016328.92,22102735.45,9298416.82,30,9420345.78,325921.96,6304898.7,6630820.66,2789525.12
414,1407,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
415,1408,,CONTRATO,31401152.27,20290.29,22102735.45,22123025.74,9278126.53,30,9420345.78,6087.09,6630820.66,6636907.75,2783438.03
416,1408,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
417,1412,,CONTRATO,31401152.27,372150.01,22123025.74,22495175.75,8905976.52,30,9420345.78,111645,6636907.75,6748552.75,2671793.03
418,1412,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
419,1413,,CONTRATO,31401152.27,185487.94,22495175.75,22680663.69,8720488.58,30,9420345.78,55646.38,6748552.75,6804199.13,2616146.65
420,1413,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
421,1417,,CONTRATO,31401152.27,17956.03,22680663.69,22698619.72,8702532.55,30,9420345.78,5386.81,6804199.13,6809585.94,2610759.84
422,1417,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
423,1418,,CONTRATO,31401152.27,157319.95,22698619.72,22855939.67,8545212.6,30,9420345.78,47195.99,6809585.94,6856781.93,2563563.85
424,1418,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
425,1419,,CONTRATO,31401152.27,306213.61,22855939.67,23162153.28,8238998.99,30,9420345.78,91864.08,6856781.93,6948646.01,2471699.77
426,1419,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
427,1421,,CONTRATO,31401152.27,5355.34,23162153.28,23167508.62,8233643.65,30,9420345.78,1606.6,6948646.01,6950252.61,2470093.17
428,1421,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
429,1437,,CONTRATO,31401152.27,37118.13,23167508.62,23204626.75,8196525.52,30,9420345.78,11135.44,6950252.61,6961388.05,2458957.73
430,1437,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
431,1438,,CONTRATO,31401152.27,624754.64,23321335.82,23946090.46,7455061.81,30,9420345.78,187426.39,6996400.77,7183827.16,2236518.62
432,1438,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
433,1481,,CONTRATO,31401152.27,116709.07,23204626.75,23321335.82,8079816.45,30,9420345.78,35012.72,6961388.05,6996400.77,2423945.01
434,1481,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
435,1518,,CONTRATO,31401152.27,45670.22,23946090.46,23991760.68,7409391.59,30,9420345.78,13701.07,7183827.16,7197528.23,2222817.55
436,1518,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
437,1559,,CONTRATO,31401152.27,301342.67,24290991.9,24592334.57,6808817.7,30,9420345.78,90402.8,7287297.6,7377700.4,2042645.38
438,1559,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
439,1560,,CONTRATO,31401152.27,32929.96,24592334.57,24625264.53,6775887.74,30,9420345.78,9878.99,7377700.4,7387579.39,2032766.39
440,1560,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
441,1562,,CONTRATO,31401152.27,784537.38,24625264.53,25409801.91,5991350.36,30,9420345.78,235361.21,7387579.39,7622940.6,1797405.18
442,1562,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
443,1606,,CONTRATO,31401152.27,299231.22,23991760.68,24290991.9,7110160.37,30,9420345.78,89769.37,7197528.23,7287297.6,2133048.18
444,1606,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
445,1647,,CONTRATO,31401152.27,708921.09,25409801.91,26118723,5282429.27,30,9420345.78,212676.33,7622940.6,7835616.93,1584728.85
446,1647,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
447,1685,,CONTRATO,31401152.27,592081.88,26118723,26710804.88,4690347.39,30,9420345.78,177624.56,7835616.93,8013241.49,1407104.29
448,1685,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
449,1686,,CONTRATO,31401152.27,468878.64,26710804.88,27179683.52,4221468.75,30,9420345.78,140663.59,8013241.49,8153905.08,1266440.7
450,1686,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
451,1694,,CONTRATO,31401152.27,304590.76,27179683.52,27484274.28,3916877.99,30,9420345.78,91377.23,8153905.08,8245282.31,1175063.47
452,1694,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
453,1722,,CONTRATO,31401152.27,426250.02,27484274.28,27910524.3,3490627.97,30,9420345.78,127875.01,8245282.31,8373157.32,1047188.46
454,1722,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
455,1763,,CONTRATO,31401152.27,754562.31,27910524.3,28665086.61,2736065.66,30,9420345.78,226368.69,8373157.32,8599526.01,820819.77
