Id_Estimacion_Amortizacion_Desglose,Id_Estimacion,Id_Contrato_Ampliacion,Concepto,Importe_Contratado,Actual,Anterior,Acumulado,Por_Ejercer,Porcentaje_Anticipo,Importe_Anticipo,Actual_Amortizacion,Anterior_Amortizacion,Acumulado_Amortizacion,Por_Amortizar
729,698,,CONTRATO,439965.37,69638.66,153922.94,223561.6,216403.77,30,131989.61,20891.6,46176.89,67068.49,64921.12
730,699,,CONTRATO,3987823.94,1881450.54,654243.04,2535693.58,1452130.36,30,1196347.18,564435.16,196272.91,760708.07,435639.11
731,700,,CONTRATO,1946131.22,115298.17,0,115298.17,1830833.05,30,583839.37,34589.45,0,34589.45,549249.92
733,702,,CONTRATO,300184.15,77436.16,184028.24,261464.4,38719.75,30,90055.25,34846.77,55208.48,90055.25,0
735,704,,CONTRATO,158062.5,10034.97,147255.11,157290.08,772.42,30,47418.75,0,47418.75,47418.75,0
736,705,,CONTRATO,145845.28,16600.06,126384.74,142984.8,2860.48,30,43753.58,5838.17,37915.41,43753.58,0
737,706,,CONTRATO,388780.02,53030.77,325525.19,378555.96,10224.06,30,116634.01,18976.46,97657.55,116634.01,0
738,707,,CONTRATO,1111315.97,226906.44,0,226906.44,884409.53,30,333394.79,68071.93,0,68071.93,265322.86
739,708,,CONTRATO,239367.14,37860.36,199258.61,237118.97,2248.17,30,71810.14,12032.55,59777.59,71810.14,0
740,709,,CONTRATO,142717,16807.22,123163.24,139970.46,2746.54,30,42815.1,5866.14,36948.96,42815.1,0
743,712,,CONTRATO,1411223.51,330354.51,0,330354.51,1080869,30,423367.05,99106.35,0,99106.35,324260.7
745,714,,CONTRATO,975507.09,197303.17,66756.25,264059.42,711447.67,30,292652.12,59190.95,20026.88,79217.83,213434.29
747,716,,CONTRATO,13915962.98,12709.41,0,12709.41,13903253.57,30,4174788.89,3812.82,0,3812.82,4170976.07
749,718,,CONTRATO,13915962.98,809153.53,12709.41,821862.94,13094100.04,30,4174788.89,242746.06,3812.82,246558.88,3928230.01
