Id_Estimacion_Amortizacion_Desglose,Id_Estimacion,Id_Contrato_Ampliacion,Concepto,Importe_Contratado,Actual,Anterior,Acumulado,Por_Ejercer,Porcentaje_Anticipo,Importe_Anticipo,Actual_Amortizacion,Anterior_Amortizacion,Acumulado_Amortizacion,Por_Amortizar
218,1629,154,AMPLIACIÓN 2,1633086.59,0,0,0,1633086.59,0,0,0,0,0,0
219,1723,,CONTRATO,39431540.32,4076840.52,14515984.58,18592825.1,20838715.22,30,11829462.1,1223052.16,4354795.39,5577847.55,6251614.55
220,1723,153,AMPLIACIÓN 1,1772113.08,0,0,0,1772113.08,0,0,0,0,0,0
221,1723,154,AMPLIACIÓN 2,1633086.59,0,0,0,1633086.59,0,0,0,0,0,0
222,1994,,CONTRATO,39431540.32,1196504.18,18592825.1,19789329.28,19642211.04,30,11829462.1,358951.25,5577847.55,5936798.8,5892663.3
223,1994,153,AMPLIACIÓN 1,1772113.08,0,0,0,1772113.08,0,0,0,0,0,0
224,1994,154,AMPLIACIÓN 2,1633086.59,0,0,0,1633086.59,0,0,0,0,0,0
225,2299,,CONTRATO,39431540.32,628061.05,19789329.28,20417390.33,19014149.99,30,11829462.1,188418.32,5936798.8,6125217.12,5704244.98
226,2299,153,AMPLIACIÓN 1,1772113.08,0,0,0,1772113.08,0,0,0,0,0,0
227,2299,154,AMPLIACIÓN 2,1633086.59,0,0,0,1633086.59,0,0,0,0,0,0
228,2584,,CONTRATO,39431540.32,1939321.47,20417390.33,22356711.8,17074828.52,30,11829462.1,581796.44,6125217.12,6707013.56,5122448.54
229,2584,153,AMPLIACIÓN 1,1772113.08,0,0,0,1772113.08,0,0,0,0,0,0
230,2584,154,AMPLIACIÓN 2,1633086.59,0,0,0,1633086.59,0,0,0,0,0,0
231,2766,,CONTRATO,39431540.32,1277111.85,22356711.8,23633823.65,15797716.67,30,11829462.1,383133.56,6707013.56,7090147.12,4739314.98
232,2766,153,AMPLIACIÓN 1,1772113.08,0,0,0,1772113.08,0,0,0,0,0,0
233,2766,154,AMPLIACIÓN 2,1633086.59,0,0,0,1633086.59,0,0,0,0,0,0
234,2822,,CONTRATO,39431540.32,4369670.05,23633823.65,28003493.7,11428046.62,30,11829462.1,1310901.02,7090147.12,8401048.14,3428413.96
